cveID,cveYear,vendorProject,product,vulnerabilityName,dateAdded,dueDate,shortDescription,requiredAction,knownRansomwareCampaignUse,notes,cwes
CVE-2020-15069,2020,Sophos,XG Firewall,Sophos XG Firewall Buffer Overflow Vulnerability,2025-02-06,2025-02-27,"Sophos XG Firewall contains a buffer overflow vulnerability that allows for remote code execution via the ""HTTP/S bookmark"" feature.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://community.sophos.com/b/security-blog/posts/advisory-buffer-overflow-vulnerability-in-user-portal ; https://nvd.nist.gov/vuln/detail/CVE-2020-15069,['CWE-120']
CVE-2020-29574,2020,Sophos,CyberoamOS,CyberoamOS (CROS) SQL Injection Vulnerability,2025-02-06,2025-02-27,CyberoamOS (CROS) contains a SQL injection vulnerability in the WebAdmin that allows an unauthenticated attacker to execute arbitrary SQL statements remotely.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,False,https://support.sophos.com/support/s/article/KBA-000007526 ; https://nvd.nist.gov/vuln/detail/CVE-2020-29574,['CWE-89']
CVE-2024-21413,2024,Microsoft,Office Outlook,Microsoft Outlook Improper Input Validation Vulnerability,2025-02-06,2025-02-27,Microsoft Outlook contains an improper input validation vulnerability that allows for remote code execution. Successful exploitation of this vulnerability would allow an attacker to bypass the Office Protected View and open in editing mode rather than protected mode.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21413 ; https://nvd.nist.gov/vuln/detail/CVE-2024-21413,['CWE-20']
CVE-2022-23748,2022,Audinate,Dante Discovery,Dante Discovery Process Control Vulnerability,2025-02-06,2025-02-27,Dante Discovery contains a process control vulnerability in mDNSResponder.exe that all allows for a DLL sideloading attack. A local attacker can leverage this vulnerability in the Dante Application Library to execute arbitrary code.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://www.getdante.com/support/faq/audinate-response-to-dante-discovery-mdnsresponder-exe-security-issue-cve-2022-23748/ ; https://nvd.nist.gov/vuln/detail/CVE-2022-23748,['CWE-114']
CVE-2025-0411,2025,7-Zip,7-Zip,7-Zip Mark of the Web Bypass Vulnerability,2025-02-06,2025-02-27,7-Zip contains a protection mechanism failure vulnerability that allows remote attackers to bypass the Mark-of-the-Web security feature to execute arbitrary code in the context of the current user.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://www.7-zip.org/history.txt ; https://nvd.nist.gov/vuln/detail/CVE-2025-0411,['CWE-693']
CVE-2024-53104,2024,Linux,Kernel,Linux Kernel Out-of-Bounds Write Vulnerability,2025-02-05,2025-02-26,Linux kernel contains an out-of-bounds write vulnerability in the uvc_parse_streaming component of the USB Video Class (UVC) driver that could allow for physical escalation of privilege.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://lore.kernel.org/linux-cve-announce/2024120232-CVE-2024-53104-d781@gregkh/ ; https://nvd.nist.gov/vuln/detail/CVE-2024-53104",['CWE-787']
CVE-2018-19410,2018,Paessler,PRTG Network Monitor,Paessler PRTG Network Monitor Local File Inclusion Vulnerability,2025-02-04,2025-02-25,"Paessler PRTG Network Monitor contains a local file inclusion vulnerability that allows a remote, unauthenticated attacker to create users with read-write privileges (including administrator).",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://www.paessler.com/prtg/history/prtg-18#18.2.41.1652 ; https://nvd.nist.gov/vuln/detail/CVE-2018-19410,
CVE-2018-9276,2018,Paessler,PRTG Network Monitor,Paessler PRTG Network Monitor OS Command Injection Vulnerability,2025-02-04,2025-02-25,Paessler PRTG Network Monitor contains an OS command injection vulnerability that allows an attacker with administrative privileges to execute commands via the PRTG System Administrator web console.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://www.paessler.com/prtg/history/prtg-18#18.2.39 ; https://nvd.nist.gov/vuln/detail/CVE-2018-9276,['CWE-78']
CVE-2024-29059,2024,Microsoft,.NET Framework,Microsoft .NET Framework Information Disclosure Vulnerability,2025-02-04,2025-02-25,"Microsoft .NET Framework contains an information disclosure vulnerability that exposes the ObjRef URI to an attacker, ultimately enabling remote code execution.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-29059 ; https://nvd.nist.gov/vuln/detail/CVE-2024-29059,['CWE-209']
CVE-2024-45195,2024,Apache,OFBiz,Apache OFBiz Forced Browsing Vulnerability,2025-02-04,2025-02-25,Apache OFBiz contains a forced browsing vulnerability that allows a remote attacker to obtain unauthorized access.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://ofbiz.apache.org/security.html ; https://nvd.nist.gov/vuln/detail/CVE-2024-45195",['CWE-425']
CVE-2025-24085,2025,Apple,Multiple Products,Apple Multiple Products Use-After-Free Vulnerability,2025-01-29,2025-02-19,"Apple iOS, macOS, and other Apple products contain a user-after-free vulnerability that could allow a malicious application to elevate privileges.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://support.apple.com/en-us/122066 ; https://support.apple.com/en-us/122068 ; https://support.apple.com/en-us/122071 ; https://support.apple.com/en-us/122072 ; https://support.apple.com/en-us/122073 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24085,['CWE-416']
CVE-2025-23006,2025,SonicWall,SMA1000 Appliances,SonicWall SMA1000 Appliances Deserialization Vulnerability,2025-01-24,2025-02-14,"SonicWall SMA1000 Appliance Management Console (AMC) and Central Management Console (CMC) contain a deserialization of untrusted data vulnerability, which can enable a remote, unauthenticated attacker to execute arbitrary OS commands.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2025-0002 ; https://nvd.nist.gov/vuln/detail/CVE-2025-23006,['CWE-502']
CVE-2020-11023,2020,JQuery,JQuery,JQuery Cross-Site Scripting (XSS) Vulnerability,2025-01-23,2025-02-13,"JQuery contains a persistent cross-site scripting (XSS) vulnerability. When passing maliciously formed, untrusted input enclosed in HTML tags, JQuery's DOM manipulators can execute untrusted code in the context of the user's browser.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,"This vulnerability could affect an open-source component, third-party library, protocol, or proprietary implementation that could be used by different products. For more information, please see: https://github.com/jquery/jquery/security/advisories/GHSA-jpcq-cgw6-v4j6 ; https://blog.jquery.com/2020/04/10/jquery-3-5-0-released/ ; https://nvd.nist.gov/vuln/detail/CVE-2020-11023",['CWE-79']
CVE-2024-50603,2024,Aviatrix,Controllers,Aviatrix Controllers OS Command Injection Vulnerability,2025-01-16,2025-02-06,"Aviatrix Controllers contain an OS command injection vulnerability that could allow an unauthenticated attacker to execute arbitrary code. Shell metacharacters can be sent to /v1/api in cloud_type for list_flightpath_destination_instances, or src_cloud_type for flightpath_connection_test.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://docs.aviatrix.com/documentation/latest/release-notices/psirt-advisories/psirt-advisories.html?expand=true ; https://nvd.nist.gov/vuln/detail/CVE-2024-50603,['CWE-78']
CVE-2025-21335,2025,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,2025-01-14,2025-02-04,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21335 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21335,['CWE-416']
CVE-2025-21334,2025,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,2025-01-14,2025-02-04,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a use-after-free vulnerability that allows a local attacker to gain SYSTEM privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21334 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21334,['CWE-416']
CVE-2025-21333,2025,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Heap-based Buffer Overflow Vulnerability,2025-01-14,2025-02-04,Microsoft Windows Hyper-V NT Kernel Integration VSP contains a heap-based buffer overflow vulnerability that allows a local attacker to gain SYSTEM privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21333 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21333,['CWE-122']
CVE-2024-55591,2024,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,2025-01-14,2025-01-21,"Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that may allow an unauthenticated, remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,https://fortiguard.fortinet.com/psirt/FG-IR-24-535 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55591,['CWE-288']
CVE-2023-48365,2023,Qlik,Sense,Qlik Sense HTTP Tunneling Vulnerability,2025-01-13,2025-02-03,Qlik Sense contains an HTTP tunneling vulnerability that allows an attacker to escalate privileges and execute HTTP requests on the backend server hosting the software.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,https://community.qlik.com/t5/Official-Support-Articles/Critical-Security-fixes-for-Qlik-Sense-Enterprise-for-Windows/tac-p/2120510 ; https://nvd.nist.gov/vuln/detail/CVE-2023-48365,['CWE-444']
CVE-2024-12686,2024,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) OS Command Injection Vulnerability,2025-01-13,2025-02-03,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) contain an OS command injection vulnerability that can be exploited by an attacker with existing administrative privileges to upload a malicious file. Successful exploitation of this vulnerability can allow a remote attacker to execute underlying operating system commands within the context of the site user.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,False,https://www.beyondtrust.com/trust-center/security-advisories/bt24-11 ; https://nvd.nist.gov/vuln/detail/CVE-2024-12686,['CWE-78']
CVE-2025-0282,2025,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways","Ivanti Connect Secure, Policy Secure, and ZTA Gateways Stack-Based Buffer Overflow Vulnerability",2025-01-08,2025-01-15,"Ivanti Connect Secure, Policy Secure, and ZTA Gateways contain a stack-based buffer overflow which can lead to unauthenticated remote code execution.","Apply mitigations as set forth in the CISA instructions linked below to include conducting hunt activities, taking remediation actions if applicable, and applying updates prior to returning a device to service.",True,CISA Mitigation Instructions: https://www.cisa.gov/cisa-mitigation-instructions-CVE-2025-0282 Additional References: https://forums.ivanti.com/s/article/Security-Advisory-Ivanti-Connect-Secure-Policy-Secure-ZTA-Gateways-CVE-2025-0282-CVE-2025-0283 ; https://nvd.nist.gov/vuln/detail/CVE-2025-0282,['CWE-121']
